feature,d,p_raw,ci_excl0,p_FDR,gate
sp_rel_d1540_V5,-1.202933683143568,3.7219475301837324e-16,True,2.7021339069133895e-14,True
sp_edge95_AVL,-1.201276686266514,3.2343489126313034e-14,True,6.179308712027174e-13,True
spf_2_5_AVR,1.2008786805529994,1.5378793568107174e-10,True,9.542738573030606e-10,True
sp_roll90_V5,-1.197267097908467,9.747085482364029e-15,True,2.320125921375831e-13,True
hj2_mobility_I,-1.1959686683872528,7.769879660325643e-14,True,1.3118447984642828e-12,True
slope_updown_ratio_AVR,1.1898576797042661,1.6434452974400376e-09,True,8.70906048132458e-09,True
sp_peak_pow_V1,1.183676826779053,1.1409570161130855e-10,True,7.462475618901804e-10,True
sp_roll75_V5,-1.1806534922230614,1.6967171655939671e-15,True,6.483245590638001e-14,True
spf_20_22_V5,-1.1800187035015828,8.167588844584194e-16,True,4.188169444880991e-14,True
sp_roll75_V4,-1.175693405169885,1.5301793584993238e-14,True,3.4181852746784894e-13,True
hj_abs_mobility_I,-1.1726673595138215,2.24055900322624e-15,True,7.934857738254879e-14,True
sp_bw_V2,-1.1713415792588129,9.481773879535948e-12,True,8.30144944895677e-11,True
sp_entropy_I,-1.1652877209612904,6.265760294523688e-11,True,4.445450952571427e-10,True
p95_V2,1.1645007433212011,8.043773188539121e-07,True,2.3266053127009567e-06,True
spf_12_15_V4,-1.163037084545409,8.226319137535854e-14,True,1.3729442974370183e-12,True
hj_abs_mobility_V4,-1.1625233936500954,7.629548896566935e-15,True,1.978233035324141e-13,True
sp_bw_V4,-1.16179038083153,1.352656670495274e-12,True,1.5967947037066162e-11,True
sp_roll90_V4,-1.1616346000405537,1.9155858206559802e-13,True,2.9278216964131406e-12,True
hj2_complexity_V3,1.1588663577983647,7.196197915960113e-10,True,4.097599754499641e-09,True
hj_abs_mobility_AVL,-1.1555045564684527,6.021339554646769e-16,True,3.801297840585699e-14,True
sp_e_tot_I,1.1503659889357496,1.5720051239613604e-08,True,6.554989237053644e-08,True
sp_bw_V5,-1.1495128860064543,6.747996815240085e-14,True,1.1664394494915003e-12,True
sp_ratio_d1540_V4,-1.1476834825991769,7.190964898551951e-15,True,1.8984147332177152e-13,True
sp_rel_d1540_V4,-1.1476834825991769,7.190964898551951e-15,True,1.8984147332177152e-13,True
sp_ratio_dhf_mf_V4,-1.1441150691254998,1.8007423293217837e-15,True,6.704302210705718e-14,True
sp_log_lf_V1,1.1343387804910678,3.0587147131411954e-09,True,1.490353611906381e-08,True
p25_I,-1.1335015796250776,3.9839583159019825e-06,True,1.0220331227366924e-05,True
p95_AVL,1.1303795076839291,3.644497681225582e-11,True,2.8916997995298063e-10,True
std_I,1.1294159071291372,1.9902921647442032e-08,True,8.027511731134952e-08,True
rms_I,1.1285953663678083,2.008645847952627e-08,True,8.07909631918896e-08,True
sp_roll90_AVL,-1.1252071787161424,6.704067413984946e-13,True,8.538864811496614e-12,True
ac_lag200_AVL,-1.125101261730941,2.571187441838187e-12,True,2.7451207099625347e-11,True
hj_mobility_V5,-1.1211408709927455,3.6381915038368826e-14,True,6.86058969294955e-13,True
hj_mobility_I,-1.121028250502009,2.7162578818944085e-14,True,5.748075413252127e-13,True
sp_edge95_V5,-1.1194839959056737,2.0377426609657702e-13,True,2.974675331731645e-12,True
absmean_I,1.1190327452483948,8.247816753385231e-08,True,2.8788052706527295e-07,True
sp_e_lf_AVR,1.1189764033339202,5.2257314539122895e-06,True,1.312761603993191e-05,True
sp_edge95_V4,-1.1170616298477103,1.189214163976996e-11,True,1.0217390331920699e-10,True
hj_abs_mobility_V5,-1.1170155928101706,2.4607612475892753e-15,True,8.446454052633326e-14,True
hj_mobility_AVL,-1.1160514364028917,5.870014250034719e-15,True,1.6390885944327714e-13,True
spf_20_22_V4,-1.1115987750989638,1.909320732466225e-14,True,4.200505611425695e-13,True
absmean_V3,1.109915186931399,0.00028052100811453464,True,0.0005352385069412671,True
spf_15_18_V3,-1.107802863594875,2.8288459219927756e-13,True,3.874985168616519e-12,True
hj_mobility_V4,-1.1063172000152484,3.8466488809143297e-13,True,5.17160571767371e-12,True
hj2_mobility_AVL,-1.1062868199228701,7.822315922976809e-15,True,1.9926320561688292e-13,True
sp_edge95_V2,-1.1045813438366894,4.264854495690639e-11,True,3.311534079006849e-10,True
sp_roll90_AVR,-1.1034093404610414,2.625738811301127e-12,True,2.7828998204446984e-11,True
p95_V3,1.0996443459797702,0.00010125527758283091,True,0.00020649250428408776,True
ac_lag200_I,-1.0985659431750965,5.385981960621747e-13,True,6.9825408989489075e-12,True
perm_ent_m4_AVL,-1.093401879252,1.5083637625426283e-08,True,6.329896483271377e-08,True
hj2_complexity_V4,1.0913725179525524,7.653073140541832e-16,True,4.188169444880991e-14,True
spf_12_15_V5,-1.0864937406234108,1.0235260466654572e-12,True,1.259457474371393e-11,True
p25_AVL,-1.0814071788614723,2.3426619838103207e-07,True,7.410773857282321e-07,True
spf_22_25_V5,-1.0809633526887852,3.0930951437876153e-15,True,9.980386997288039e-14,True
sp_e_vlf_I,1.0792678222533028,2.8552004482949845e-12,True,2.982554712895192e-11,True
spf_15_18_I,-1.078020731128058,1.0318036557766802e-13,True,1.7024760320315223e-12,True
ac_lag20_V5,1.0772957369748515,1.3633355139451886e-13,True,2.199514629164904e-12,True
ac_lag10_V5,1.0766600968008968,3.7109747500265376e-14,True,6.872020943749811e-13,True
sp_rel_delta_hf_I,-1.0764278813905803,9.30154435710614e-15,True,2.2509737344196858e-13,True
sp_bw_V3,-1.0743716653140174,1.5938728524808463e-10,True,9.80637026187368e-10,True
hj2_complexity_AVL,1.073677087728946,4.339995818402411e-11,True,3.3342190096932804e-10,True
perm_ent_tau8_AVL,-1.0692856390099794,2.387143785707765e-07,True,7.535071254016684e-07,True
sp_ratio_dhf_mf_V5,-1.0646070902890248,4.613774464117015e-16,True,3.19009548661805e-14,True
sp_entropy_AVL,-1.0638861251901748,5.911978229505576e-12,True,5.647494992922432e-11,True
perm_ent_AVL,-1.0624162370755645,1.539356565436488e-08,True,6.441342170068532e-08,True
sp_rel_lf_AVL,1.058873957694016,2.0407740732258301e-13,True,2.974675331731645e-12,True
ac_lag20_V4,1.056404365050398,1.1402580571081875e-12,True,1.3842578342868816e-11,True
sp_roll90_V2,-1.0558216118501027,4.190911220608062e-11,True,3.2716145657650037e-10,True
spf_18_20_V3,-1.0516980022056623,2.0392689492681176e-13,True,2.974675331731645e-12,True
sp_entropy_V2,-1.049606708430595,1.0862055789105725e-08,True,4.6800311589856114e-08,True
ac_mean_abs_V1,1.048926447995531,4.7603567086232505e-07,True,1.4281070125869752e-06,True
sp_bw_AVR,-1.0471261038366273,7.38203824281665e-12,True,6.657589769297999e-11,True
perm_ent_tau2_AVL,-1.0440198609465805,8.704581163470693e-09,True,3.8184446674801956e-08,True
spf_12_15_V3,-1.0435523732483931,2.0935045121378887e-11,True,1.7271412225137582e-10,True
sp_centroid_V5,-1.0427183698919755,1.5393629682888686e-13,True,2.4282118576741545e-12,True
sp_log_lf_V4,1.0422951213254736,1.3997438693438915e-11,True,1.1885544434428834e-10,True
sp_roll90_V3,-1.0403463349432671,5.905558149517643e-11,True,4.3605857019673253e-10,True
sp_log_lf_I,1.0396754459716528,7.425270186114569e-10,True,4.1951331946452736e-09,True
sp_entropy_AVR,-1.0382963518741095,9.407294862683905e-10,True,5.174012174476147e-09,True
ac_lag10_V4,1.0380570699904657,3.956841418512183e-13,True,5.270948385027239e-12,True
spf_18_20_I,-1.0369472582031585,2.7922551530699823e-14,True,5.791934974653735e-13,True
sp_ratio_d1540_I,-1.0354407108056172,3.3483213344468406e-15,True,1.0344175697057048e-13,True
sp_rel_d1540_I,-1.0354407108056172,3.3483213344468406e-15,True,1.0344175697057048e-13,True
sp_rel_delta_hf_V3,-1.034701942783235,3.258341124766221e-13,True,4.4215993580939745e-12,True
slope_up_frac_AVR,-1.0328035931063608,2.3381614427570678e-09,True,1.1954262024236838e-08,True
sp_log_lf_V3,1.0299409818150758,2.858158304884739e-09,True,1.4067952063364886e-08,True
sp_roll75_I,-1.0274093297731173,2.7804300163344746e-13,True,3.844937508302531e-12,True
spf_15_18_AVL,-1.026993985270256,2.3450274541699852e-14,True,5.082059497693758e-13,True
spf_15_18_AVR,-1.0219468894709505,2.4969133923200406e-11,True,2.0254291875132396e-10,True
sp_rel_delta_hf_AVR,-1.016367859772977,1.440057907052937e-12,True,1.6862613556781164e-11,True
sp_ratio_dhf_lf_V4,-1.007305049153036,1.0222106621319126e-18,True,3.710624703538843e-16,True
spf_15_18_V2,-1.006525780683796,2.9431483362185933e-12,True,3.009472805767181e-11,True
spf_12_15_V1,-1.003362263924003,8.670945872864969e-11,True,5.88327729317754e-10,True
sp_rel_mf_V1,-1.0030539371137512,1.0761981231763268e-10,True,7.135340981059482e-10,True
skew_V2,1.0029587629201213,2.5573900513956134e-09,True,1.2893508175786216e-08,True
spf_10_12_V1,-1.0019930752439397,2.0998093716906525e-10,True,1.265113364188725e-09,True
spf_12_15_V2,-1.001419500255234,4.8734784012039496e-11,True,3.704864208663945e-10,True
hj2_complexity_V1,1.000444673241768,3.4008804320043708e-06,True,8.849602844570514e-06,True
sp_entropy_V4,-0.9981657994968045,1.8364746256452559e-09,True,9.675891249095335e-09,True
perm_ent_m4_V1,-0.9970822145974443,1.597984567272241e-07,True,5.285361256672652e-07,True
sp_entropy_II,-0.9969939173576837,2.458575466599892e-08,True,9.780415280830254e-08,True
sp_ratio_dhf_lf_V5,-0.9954691018146169,2.8014307626060043e-19,True,1.355892489101306e-16,True
sp_centroid_V4,-0.9939171847593623,4.840251456859567e-12,True,4.7809830716735315e-11,True
max_V2,0.9934907239665383,7.1566582576688306e-09,True,3.1778188960657926e-08,True
sp_e_mf_V1,0.9932180541330364,0.0016592340220084275,True,0.0027949046403204607,True
spf_12_15_I,-0.9929446739850158,6.671241981039838e-12,True,6.092228526081664e-11,True
sp_roll75_V3,-0.9918737763841483,5.407559383279198e-12,True,5.305254205757699e-11,True
sp_entropy_V5,-0.9901163537731273,1.5027110185908628e-10,True,9.364533901261515e-10,True
absmean_III,0.9890637079020244,7.27741140247995e-12,True,6.604250847750554e-11,True
sp_roll75_AVR,-0.9890243016254285,6.422793536017092e-12,True,5.902465958415707e-11,True
perm_ent_V1,-0.9850841132419689,2.1034796480231443e-07,True,6.772178379001343e-07,True
spf_5_8_V4,0.9841015751492364,2.768158855578872e-13,True,3.844937508302531e-12,True
slope_up_frac_II,0.983282953763323,1.12041006942672e-10,True,7.394706458216352e-10,True
sp_edge95_AVR,-0.9828316654498871,1.2153689826155793e-10,True,7.808476826362041e-10,True
spf_22_25_V4,-0.9826960232011561,2.2844220089693636e-13,True,3.28413936338962e-12,True
perm_ent_tau2_V1,-0.9813674315923854,9.815820310401723e-08,True,3.39346930731031e-07,True
ac_lag20_I,0.9804641686694701,1.2900795585932092e-12,True,1.5354061631781474e-11,True
sp_rel_delta_hf_AVL,-0.9802721449344969,3.1932364374951735e-14,True,6.179308712027174e-13,True
hj2_complexity_V5,0.9799639535535032,5.231084188308966e-17,True,7.936629377630087e-15,True
spf_12_15_AVR,-0.9794211513837786,7.329685865243066e-11,True,5.105011128362167e-10,True
sp_rel_d1540_AVL,-0.9789621827813362,5.103702788763884e-15,True,1.4530542057421883e-13,True
sp_ratio_d1540_AVL,-0.9789621827813362,5.103702788763884e-15,True,1.4530542057421883e-13,True
sp_edge95_V3,-0.9784321369160367,3.750654091893763e-09,True,1.791430835996626e-08,True
sp_roll75_AVL,-0.9774957958427305,1.9443683333108324e-13,True,2.940857104132634e-12,True
hj_mobility_AVR,-0.9759068811991162,5.895259872898592e-12,True,5.647494992922432e-11,True
spf_5_8_V5,0.9733890388911642,1.1440147390800674e-12,True,1.3842578342868816e-11,True
ac_lag10_AVL,0.9709391791370114,1.3406994171582655e-14,True,3.0899929424028596e-13,True
max_V3,0.9680264327137293,9.413124268752042e-06,True,2.277976073037994e-05,True
sp_log_lf_V2,0.9677537771330024,1.9564386484178445e-09,True,1.018189576165846e-08,True
spf_2_5_III,0.9671379818280681,2.6924963906686504e-09,True,1.338871492894137e-08,True
sp_log_lf_III,0.9668515911810823,6.049401264019339e-11,True,4.391550121084498e-10,True
ac_lag10_I,0.964545969491527,5.5612405111589214e-14,True,9.84746490512531e-13,True
skew_V1,0.9630277491884692,3.772372833549028e-08,True,1.4153708925873874e-07,True
sp_rel_d1540_V3,-0.9623720400105308,1.4877315285343515e-12,True,1.714433475739586e-11,True
sp_ratio_d1540_V3,-0.9623720400105308,1.4877315285343515e-12,True,1.714433475739586e-11,True
ac_lag20_AVL,0.9604230932554743,4.987181550966854e-13,True,6.523772623426912e-12,True
sp_rel_delta_hf_V6,-0.9591847283319717,8.27020143513165e-11,True,5.658714584304935e-10,True
hj_mobility_V2,-0.9574097157179807,8.301006931521703e-11,True,5.658714584304935e-10,True
hj_mobility_V3,-0.956228640692704,3.73446309200284e-11,True,2.946978483471806e-10,True
hj2_mobility_V5,-0.9559659848372537,1.3122279387673126e-10,True,8.332349726701339e-10,True
spf_5_8_V3,0.9534681688807722,2.09449734185639e-09,True,1.0759136639962528e-08,True
sp_rel_d1540_AVR,-0.9529799937737715,1.8051814942936897e-12,True,1.9902409252343574e-11,True
sp_ratio_d1540_AVR,-0.9529799937737715,1.8051814942936897e-12,True,1.9902409252343574e-11,True
std_V2,0.9508773933401307,5.0795574401426946e-05,True,0.00010846349122187048,True
rms_V2,0.9505305607522142,5.111452324682833e-05,True,0.0001089842698302419,True
sp_bw_V6,-0.9501693041291223,1.966232584799057e-09,True,1.0196320404029396e-08,True
hj2_mobility_V2,-0.949603918076486,8.271576503812867e-10,True,4.637192696346055e-09,True
hj2_mobility_V4,-0.9488729496303173,1.3302045997563528e-08,True,5.6640970054141474e-08,True
sp_e_lf_AVL,0.9474213618411242,1.1095974863892352e-16,True,1.1508111073122639e-14,True
hj_abs_mobility_V3,-0.9458910187710206,4.2988690100378075e-11,True,3.320190320518562e-10,True
hj2_complexity_AVR,0.944310276988679,3.855462952168025e-10,True,2.2573113736080535e-09,True
sp_ratio_dhf_lf_V3,-0.943432908946379,1.410374168781602e-17,True,3.851924058959618e-15,True
ac_lag20_AVR,0.9426390058505788,1.8131132553673473e-11,True,1.5211472401039737e-10,True
sp_entropy_V3,-0.9414445308389191,3.84151628006368e-08,True,1.437598360477439e-07,True
spf_18_20_AVL,-0.9397307698568163,1.5552596609069997e-13,True,2.4282118576741545e-12,True
spf_18_20_V6,-0.9379917494152391,1.1327878861076432e-10,True,7.442570183838451e-10,True
spf_20_22_I,-0.9357919665731247,2.6985845945891515e-13,True,3.804218282857717e-12,True
absmax_AVL,0.934447427503334,2.9133071842816364e-11,True,2.35006779532052e-10,True
spf_25_28_V5,-0.9303309851368922,1.710569765071721e-13,True,2.642284360515041e-12,True
hj2_complexity_V6,0.9292608456985751,2.4250087362941335e-12,True,2.6082316185919125e-11,True
sp_roll75_V2,-0.9289650754825738,7.34812207870312e-11,True,5.105011128362167e-10,True
spf_15_18_V6,-0.9253490901969375,1.0698416390222708e-09,True,5.861924754189952e-09,True
std_III,0.9237941101368079,5.886852450064778e-11,True,4.3605857019673253e-10,True
rms_III,0.9234747564459652,5.916221647985972e-11,True,4.3605857019673253e-10,True
sp_peak_pow_V2,0.919890091794553,2.8526772679885586e-06,True,7.5173999875125e-06,True
sp_rel_lf_I,0.917596340392751,2.0969942624720352e-09,True,1.0759136639962528e-08,True
sp_centroid_I,-0.9159005445824592,3.093587301789952e-12,True,3.1411809525867203e-11,True
sp_median_V5,-0.9155466770392434,6.080970341361605e-12,True,5.696496087520678e-11,True
sp_roll50_V5,-0.9155466770392434,6.080970341361605e-12,True,5.696496087520678e-11,True
p05_AVL,-0.9152809388381368,6.069856380400881e-13,True,7.799496871099185e-12,True
spf_20_22_V3,-0.9150212068355006,6.3431479300761575e-12,True,5.866401779917567e-11,True
spf_20_22_V6,-0.9149026033101222,6.079211944476475e-11,True,4.391550121084498e-10,True
std_V3,0.9148187476612388,0.0005912732415727231,True,0.0010853713612687661,True
rms_V3,0.9144025370430076,0.0005946874338586976,True,0.0010902602954076122,True
ac_lag20_V3,0.9139052504022278,6.039003099418988e-11,True,4.391550121084498e-10,True
sp_rel_d1540_V6,-0.9132664790232372,1.1887478857173757e-10,True,7.671386355829464e-10,True
sp_ratio_d1540_V6,-0.9132664790232372,1.1887478857173757e-10,True,7.671386355829464e-10,True
sp_rel_delta_hf_V2,-0.9127754186823896,6.331654070847031e-12,True,5.866401779917567e-11,True
sp_centroid_AVL,-0.9123614455082986,1.5014212911446452e-12,True,1.7165856021590748e-11,True
sp_entropy_III,-0.9113310900992025,1.314124027145046e-10,True,8.332349726701339e-10,True
perm_ent_m4_I,-0.9090356957867708,2.0278034358927637e-07,True,6.55761823812092e-07,True
var_I,0.9071936144197424,1.9902921647442032e-08,True,8.027511731134952e-08,True
hj_activity_I,0.9071936144197422,1.9902921647442032e-08,True,8.027511731134952e-08,True
spf_18_20_V2,-0.9069997003695365,9.490637799771515e-12,True,8.30144944895677e-11,True
spf_18_20_AVR,-0.905911738257233,2.060473008618071e-10,True,1.246586170213933e-09,True
spf_20_22_AVR,-0.9004510312341957,2.4751242953399244e-11,True,2.0190339757491967e-10,True
slope_updown_ratio_II,-0.9003458439606087,7.572267834774799e-11,True,5.235682331472861e-10,True
sp_edge95_V1,-0.8966328828331851,6.344225682615363e-08,True,2.285810345200374e-07,True
hj_mobility_V1,-0.8964057966155448,4.832962273068082e-09,True,2.263697167901566e-08,True
spf_22_25_I,-0.8963120678249894,8.304972205842082e-15,True,2.0791068349797765e-13,True
spf_12_15_AVL,-0.8958671902144912,6.206394222853557e-11,True,4.445450952571427e-10,True
iqr_AVL,0.8949864582339025,9.97982346272566e-06,True,2.3991231238208043e-05,True
perm_ent_tau8_V1,-0.8949240411422648,4.0832510687169044e-06,True,1.0438169985522791e-05,True
ac_lag10_V3,0.894367222435141,3.368293036624233e-11,True,2.7020781708167883e-10,True
sp_roll90_V6,-0.8936895345732732,4.547550347613153e-10,True,2.6412172418937194e-09,True
perm_ent_I,-0.8912509289463509,4.464853611083596e-07,True,1.3506182173527877e-06,True
perm_ent_m4_III,-0.888805521027414,1.88874994283071e-07,True,6.135268270671568e-07,True
spf_15_18_V1,-0.8856456390952044,2.3375997612270456e-10,True,1.4025598567362273e-09,True
ac_lag10_AVR,0.8849984938459464,6.061868184380316e-12,True,5.696496087520678e-11,True
hj_abs_mobility_AVR,-0.8839370062099365,3.880611739176187e-11,True,3.045755808261526e-10,True
sp_edge95_V6,-0.883539582544025,2.3576860798533982e-09,True,1.2011790133147838e-08,True
max_AVL,0.8803699902357874,4.080423448344465e-07,True,1.2493857913292113e-06,True
hj2_mobility_V6,-0.8799986901712932,3.7366184366066124e-08,True,1.4153708925873874e-07,True
sp_roll90_V1,-0.876290470093362,1.032543767077184e-07,True,3.5527335303224434e-07,True
perm_ent_III,-0.8755655347245574,2.3330438104493514e-07,True,7.396462036621087e-07,True
sp_e_tot_V2,0.8752740188162234,0.00027973604387018444,True,0.0005344430732888261,True
sp_roll50_V4,-0.8745874909665224,1.332369092870916e-10,True,8.374891440902901e-10,True
sp_median_V4,-0.8745874909665224,1.332369092870916e-10,True,8.374891440902901e-10,True
sp_bw_V1,-0.8726224814168586,8.028789809911981e-08,True,2.8158943970995644e-07,True
ac_lag20_V1,0.8719757327615241,1.1469043183940285e-09,True,6.237097641603481e-09,True
perm_ent_tau2_I,-0.8718521978311143,2.8221683887048635e-07,True,8.831440733619529e-07,True
sp_centroid_AVR,-0.8716619536728301,6.677469918099075e-11,True,4.683906435304279e-10,True
spf_12_15_V6,-0.8685951328641499,8.850911841675008e-10,True,4.92395555329966e-09,True
iqr_III,0.8668861891722608,2.0330319402356503e-07,True,6.559916393827031e-07,True
sp_ratio_d1540_V2,-0.8666671836920158,7.882678466254451e-12,True,7.021870633743229e-11,True
sp_rel_d1540_V2,-0.8666671836920158,7.882678466254451e-12,True,7.021870633743229e-11,True
ac_lag20_V2,0.8662914177887996,2.827060494793295e-10,True,1.6754660565060669e-09,True
spf_22_25_AVR,-0.8660115381124958,5.452752968116613e-12,True,5.313689469600888e-11,True
sp_roll90_II,-0.8647463551169198,8.474525043282644e-08,True,2.95084181363223e-07,True
mad_AVL,0.8642338253173208,3.2298884222026315e-05,True,7.052327803064994e-05,True
hj2_mobility_V3,-0.863514850127553,8.786209087863025e-07,True,2.521259999125911e-06,True
hj_abs_mobility_V2,-0.8621864486925662,3.432256447713429e-09,True,1.655693143548139e-08,True
ac_lag200_III,-0.8620333366285717,1.132179140366397e-08,True,4.86368080417754e-08,True
sp_e_lf_V4,0.8608922629222773,1.3997438693438915e-11,True,1.1885544434428834e-10,True
spf_2_5_II,0.8579535591730989,7.336784829875141e-06,True,1.8055951818607972e-05,True
hj_mobility_V6,-0.851636904087518,1.2259889926692217e-09,True,6.642298572222799e-09,True
perm_ent_tau2_III,-0.8513919805033165,7.191829753508646e-08,True,2.5594452946310184e-07,True
spf_22_25_V6,-0.8510707449342487,1.8508437868259797e-10,True,1.1244456813687543e-09,True
sp_rel_lf_AVR,0.8496618655173858,1.0502759922105974e-08,True,4.5658704811071486e-08,True
sp_peak_pow_II,0.8483349425790299,2.6445072802020495e-06,True,7.045549671290598e-06,True
ac_lag100_V4,-0.8482620716930481,1.6356138949106283e-12,True,1.8410165700854516e-11,True
p75_III,0.8460603294163567,1.4626496819856656e-05,True,3.403473298466645e-05,True
hj2_mobility_AVR,-0.8460080421275264,5.788686342528558e-09,True,2.6768065507488745e-08,True
sp_edge95_III,-0.8452204399736607,3.735772949730649e-08,True,1.4153708925873874e-07,True
var_V2,0.8436720830482107,5.0795574401426946e-05,True,0.00010846349122187048,True
hj_activity_V2,0.8436720830482106,5.0795574401426946e-05,True,0.00010846349122187048,True
ac_lag100_V3,-0.8432771883250116,1.0834659326713351e-08,True,4.6800311589856114e-08,True
ac_lag10_V2,0.8422747940381569,9.451856882352784e-11,True,6.353748237581594e-10,True
sp_e_tot_AVL,0.8408374343377247,3.7389094666407375e-14,True,6.872020943749811e-13,True
spf_25_28_V4,-0.8400673681532937,9.023914776978529e-12,True,7.989466009861478e-11,True
sp_ratio_dhf_mf_V3,-0.8380614083971213,3.9988207173188117e-10,True,2.3318424423883188e-09,True
spf_10_12_V5,-0.8365702605199359,4.192665844470918e-08,True,1.5609617451722494e-07,True
spf_28_30_V5,-0.836431518424338,2.8493588879401155e-12,True,2.982554712895192e-11,True
hj_abs_mobility_V6,-0.8360569962832517,1.297084203937038e-10,True,8.296767683332948e-10,True
p05_III,-0.8330343248256776,2.939437818225701e-12,True,3.009472805767181e-11,True
hj_mobility_III,-0.8326588757379698,1.1474528750174674e-08,True,4.914753907154462e-08,True
sp_edge95_II,-0.8323112881751059,1.3145210840688718e-07,True,4.418251421453708e-07,True
